| 2010-08-26T21:16:44Z warning | Foswiki::Plugins::WebPermissionsPlugin::Core | la accion es: Display |
	Foswiki::Users::initialiseUser('Foswiki::Users=HASH(0x9eca9f8)', 'jgaviria') called at /home/jgaviria/hexa/dev/Hexawiki/Foswiki-1.0.9/lib/Foswiki.pm line 1593
	Foswiki::new('Foswiki', undef, 'Foswiki::Request=HASH(0x9e841a0)', 'HASH(0x9e6e4e0)') called at /home/jgaviria/hexa/dev/Hexawiki/Foswiki-1.0.9/lib/Foswiki/UI.pm line 293
	Foswiki::UI::_execute('Foswiki::Request=HASH(0x9e841a0)', 'CODE(0x9ea6248)', 'viewfile', 1) called at /home/jgaviria/hexa/dev/Hexawiki/Foswiki-1.0.9/lib/Foswiki/UI.pm line 275
	Foswiki::UI::handleRequest('Foswiki::Request=HASH(0x9e841a0)') called at /home/jgaviria/hexa/dev/Hexawiki/Foswiki-1.0.9/lib/Foswiki/Engine/CGI.pm line 29
	Foswiki::Engine::CGI::run('Foswiki::Engine::CGI=HASH(0x9d6c8d8)') called at /var/www/Hexawiki/bin/viewfile line 45

---- |
| 2010-08-30T01:58:01Z warning | Foswiki::Plugins::HexaPMPlugin could not be loaded.  Errors were:
syntax error at /home/jgaviria/hexa/dev/Hexawiki/Foswiki-1.0.9/lib/Foswiki/Plugins/HexaPMPlugin.pm line 796, near "-> ''"
Global symbol "$name" requires explicit package name at /home/jgaviria/hexa/dev/Hexawiki/Foswiki-1.0.9/lib/Foswiki/Plugins/HexaPMPlugin.pm line 800.
Global symbol "$enum" requires explicit package name at /home/jgaviria/hexa/dev/Hexawiki/Foswiki-1.0.9/lib/Foswiki/Plugins/HexaPMPlugin.pm line 804.
syntax error at /home/jgaviria/hexa/dev/Hexawiki/Foswiki-1.0.9/lib/Foswiki/Plugins/HexaPMPlugin.pm line 813, near "}"
Compilation failed in require at (eval 59) line 2.
 at (eval 59) line 2
	Foswiki::Plugin::BEGIN() called at /home/jgaviria/hexa/dev/Hexawiki/Foswiki-1.0.9/lib/Foswiki/Plugins/HexaPMPlugin.pm line 2
	eval {...} called at /home/jgaviria/hexa/dev/Hexawiki/Foswiki-1.0.9/lib/Foswiki/Plugins/HexaPMPlugin.pm line 2
	eval 'use Foswiki::Plugins::HexaPMPlugin
;' called at /home/jgaviria/hexa/dev/Hexawiki/Foswiki-1.0.9/lib/Foswiki/Plugin.pm line 133
	Foswiki::Plugin::load('Foswiki::Plugin=HASH(0x9a7a418)') called at /home/jgaviria/hexa/dev/Hexawiki/Foswiki-1.0.9/lib/Foswiki/Plugins.pm line 174
	Foswiki::Plugins::load('Foswiki::Plugins=HASH(0x95f8080)', undef) called at /home/jgaviria/hexa/dev/Hexawiki/Foswiki-1.0.9/lib/Foswiki/Users.pm line 247
	Foswiki::Users::initialiseUser('Foswiki::Users=HASH(0x963e9f0)', 'jgaviria') called at /home/jgaviria/hexa/dev/Hexawiki/Foswiki-1.0.9/lib/Foswiki.pm line 1593
	Foswiki::new('Foswiki', undef, 'Foswiki::Request=HASH(0x95f81d0)', 'HASH(0x95e24c8)') called at /home/jgaviria/hexa/dev/Hexawiki/Foswiki-1.0.9/lib/Foswiki/UI.pm line 293
	Foswiki::UI::_execute('Foswiki::Request=HASH(0x95f81d0)', 'CODE(0x9619e68)', 'viewfile', 1) called at /home/jgaviria/hexa/dev/Hexawiki/Foswiki-1.0.9/lib/Foswiki/UI.pm line 275
	Foswiki::UI::handleRequest('Foswiki::Request=HASH(0x95f81d0)') called at /home/jgaviria/hexa/dev/Hexawiki/Foswiki-1.0.9/lib/Foswiki/Engine/CGI.pm line 29
	Foswiki::Engine::CGI::run('Foswiki::Engine::CGI=HASH(0x94e1af0)') called at /var/www/Hexawiki/bin/viewfile line 45
BEGIN failed--compilation aborted at (eval 59) line 2.
 at (eval 59) line 2
	eval 'use Foswiki::Plugins::HexaPMPlugin
;' called at /home/jgaviria/hexa/dev/Hexawiki/Foswiki-1.0.9/lib/Foswiki/Plugin.pm line 133
	Foswiki::Plugin::load('Foswiki::Plugin=HASH(0x9a7a418)') called at /home/jgaviria/hexa/dev/Hexawiki/Foswiki-1.0.9/lib/Foswiki/Plugins.pm line 174
	Foswiki::Plugins::load('Foswiki::Plugins=HASH(0x95f8080)', undef) called at /home/jgaviria/hexa/dev/Hexawiki/Foswiki-1.0.9/lib/Foswiki/Users.pm line 247
	Foswiki::Users::initialiseUser('Foswiki::Users=HASH(0x963e9f0)', 'jgaviria') called at /home/jgaviria/hexa/dev/Hexawiki/Foswiki-1.0.9/lib/Foswiki.pm line 1593
	Foswiki::new('Foswiki', undef, 'Foswiki::Request=HASH(0x95f81d0)', 'HASH(0x95e24c8)') called at /home/jgaviria/hexa/dev/Hexawiki/Foswiki-1.0.9/lib/Foswiki/UI.pm line 293
	Foswiki::UI::_execute('Foswiki::Request=HASH(0x95f81d0)', 'CODE(0x9619e68)', 'viewfile', 1) called at /home/jgaviria/hexa/dev/Hexawiki/Foswiki-1.0.9/lib/Foswiki/UI.pm line 275
	Foswiki::UI::handleRequest('Foswiki::Request=HASH(0x95f81d0)') called at /home/jgaviria/hexa/dev/Hexawiki/Foswiki-1.0.9/lib/Foswiki/Engine/CGI.pm line 29
	Foswiki::Engine::CGI::run('Foswiki::Engine::CGI=HASH(0x94e1af0)') called at /var/www/Hexawiki/bin/viewfile line 45

---- |
| 2010-08-30T01:58:01Z warning | Foswiki::Plugins::HexaPMPlugin could not be loaded.  Errors were:
syntax error at /home/jgaviria/hexa/dev/Hexawiki/Foswiki-1.0.9/lib/Foswiki/Plugins/HexaPMPlugin.pm line 796, near "-> ''"
Global symbol "$name" requires explicit package name at /home/jgaviria/hexa/dev/Hexawiki/Foswiki-1.0.9/lib/Foswiki/Plugins/HexaPMPlugin.pm line 800.
Global symbol "$enum" requires explicit package name at /home/jgaviria/hexa/dev/Hexawiki/Foswiki-1.0.9/lib/Foswiki/Plugins/HexaPMPlugin.pm line 804.
syntax error at /home/jgaviria/hexa/dev/Hexawiki/Foswiki-1.0.9/lib/Foswiki/Plugins/HexaPMPlugin.pm line 813, near "}"
Compilation failed in require at (eval 59) line 2.
 at (eval 59) line 2
	Foswiki::Plugin::BEGIN() called at /home/jgaviria/hexa/dev/Hexawiki/Foswiki-1.0.9/lib/Foswiki/Plugins/HexaPMPlugin.pm line 2
	eval {...} called at /home/jgaviria/hexa/dev/Hexawiki/Foswiki-1.0.9/lib/Foswiki/Plugins/HexaPMPlugin.pm line 2
	eval 'use Foswiki::Plugins::HexaPMPlugin
;' called at /home/jgaviria/hexa/dev/Hexawiki/Foswiki-1.0.9/lib/Foswiki/Plugin.pm line 133
	Foswiki::Plugin::load('Foswiki::Plugin=HASH(0x9dbb410)') called at /home/jgaviria/hexa/dev/Hexawiki/Foswiki-1.0.9/lib/Foswiki/Plugins.pm line 174
	Foswiki::Plugins::load('Foswiki::Plugins=HASH(0x9939078)', undef) called at /home/jgaviria/hexa/dev/Hexawiki/Foswiki-1.0.9/lib/Foswiki/Users.pm line 247
	Foswiki::Users::initialiseUser('Foswiki::Users=HASH(0x997f9e8)', 'jgaviria') called at /home/jgaviria/hexa/dev/Hexawiki/Foswiki-1.0.9/lib/Foswiki.pm line 1593
	Foswiki::new('Foswiki', undef, 'Foswiki::Request=HASH(0x99391c8)', 'HASH(0x99234c0)') called at /home/jgaviria/hexa/dev/Hexawiki/Foswiki-1.0.9/lib/Foswiki/UI.pm line 293
	Foswiki::UI::_execute('Foswiki::Request=HASH(0x99391c8)', 'CODE(0x995ae60)', 'viewfile', 1) called at /home/jgaviria/hexa/dev/Hexawiki/Foswiki-1.0.9/lib/Foswiki/UI.pm line 275
	Foswiki::UI::handleRequest('Foswiki::Request=HASH(0x99391c8)') called at /home/jgaviria/hexa/dev/Hexawiki/Foswiki-1.0.9/lib/Foswiki/Engine/CGI.pm line 29
	Foswiki::Engine::CGI::run('Foswiki::Engine::CGI=HASH(0x9822af8)') called at /var/www/Hexawiki/bin/viewfile line 45
BEGIN failed--compilation aborted at (eval 59) line 2.
 at (eval 59) line 2
	eval 'use Foswiki::Plugins::HexaPMPlugin
;' called at /home/jgaviria/hexa/dev/Hexawiki/Foswiki-1.0.9/lib/Foswiki/Plugin.pm line 133
	Foswiki::Plugin::load('Foswiki::Plugin=HASH(0x9dbb410)') called at /home/jgaviria/hexa/dev/Hexawiki/Foswiki-1.0.9/lib/Foswiki/Plugins.pm line 174
	Foswiki::Plugins::load('Foswiki::Plugins=HASH(0x9939078)', undef) called at /home/jgaviria/hexa/dev/Hexawiki/Foswiki-1.0.9/lib/Foswiki/Users.pm line 247
	Foswiki::Users::initialiseUser('Foswiki::Users=HASH(0x997f9e8)', 'jgaviria') called at /home/jgaviria/hexa/dev/Hexawiki/Foswiki-1.0.9/lib/Foswiki.pm line 1593
	Foswiki::new('Foswiki', undef, 'Foswiki::Request=HASH(0x99391c8)', 'HASH(0x99234c0)') called at /home/jgaviria/hexa/dev/Hexawiki/Foswiki-1.0.9/lib/Foswiki/UI.pm line 293
	Foswiki::UI::_execute('Foswiki::Request=HASH(0x99391c8)', 'CODE(0x995ae60)', 'viewfile', 1) called at /home/jgaviria/hexa/dev/Hexawiki/Foswiki-1.0.9/lib/Foswiki/UI.pm line 275
	Foswiki::UI::handleRequest('Foswiki::Request=HASH(0x99391c8)') called at /home/jgaviria/hexa/dev/Hexawiki/Foswiki-1.0.9/lib/Foswiki/Engine/CGI.pm line 29
	Foswiki::Engine::CGI::run('Foswiki::Engine::CGI=HASH(0x9822af8)') called at /var/www/Hexawiki/bin/viewfile line 45

---- |
| 2010-08-30T01:58:01Z warning | Foswiki::Plugins::HexaPMPlugin could not be loaded.  Errors were:
syntax error at /home/jgaviria/hexa/dev/Hexawiki/Foswiki-1.0.9/lib/Foswiki/Plugins/HexaPMPlugin.pm line 796, near "-> ''"
Global symbol "$name" requires explicit package name at /home/jgaviria/hexa/dev/Hexawiki/Foswiki-1.0.9/lib/Foswiki/Plugins/HexaPMPlugin.pm line 800.
Global symbol "$enum" requires explicit package name at /home/jgaviria/hexa/dev/Hexawiki/Foswiki-1.0.9/lib/Foswiki/Plugins/HexaPMPlugin.pm line 804.
syntax error at /home/jgaviria/hexa/dev/Hexawiki/Foswiki-1.0.9/lib/Foswiki/Plugins/HexaPMPlugin.pm line 813, near "}"
Compilation failed in require at (eval 59) line 2.
 at (eval 59) line 2
	Foswiki::Plugin::BEGIN() called at /home/jgaviria/hexa/dev/Hexawiki/Foswiki-1.0.9/lib/Foswiki/Plugins/HexaPMPlugin.pm line 2
	eval {...} called at /home/jgaviria/hexa/dev/Hexawiki/Foswiki-1.0.9/lib/Foswiki/Plugins/HexaPMPlugin.pm line 2
	eval 'use Foswiki::Plugins::HexaPMPlugin
;' called at /home/jgaviria/hexa/dev/Hexawiki/Foswiki-1.0.9/lib/Foswiki/Plugin.pm line 133
	Foswiki::Plugin::load('Foswiki::Plugin=HASH(0x8b60430)') called at /home/jgaviria/hexa/dev/Hexawiki/Foswiki-1.0.9/lib/Foswiki/Plugins.pm line 174
	Foswiki::Plugins::load('Foswiki::Plugins=HASH(0x86de080)', undef) called at /home/jgaviria/hexa/dev/Hexawiki/Foswiki-1.0.9/lib/Foswiki/Users.pm line 247
	Foswiki::Users::initialiseUser('Foswiki::Users=HASH(0x87249f0)', 'jgaviria') called at /home/jgaviria/hexa/dev/Hexawiki/Foswiki-1.0.9/lib/Foswiki.pm line 1593
	Foswiki::new('Foswiki', undef, 'Foswiki::Request=HASH(0x86de1d0)', 'HASH(0x86c84c8)') called at /home/jgaviria/hexa/dev/Hexawiki/Foswiki-1.0.9/lib/Foswiki/UI.pm line 293
	Foswiki::UI::_execute('Foswiki::Request=HASH(0x86de1d0)', 'CODE(0x86ffe68)', 'viewfile', 1) called at /home/jgaviria/hexa/dev/Hexawiki/Foswiki-1.0.9/lib/Foswiki/UI.pm line 275
	Foswiki::UI::handleRequest('Foswiki::Request=HASH(0x86de1d0)') called at /home/jgaviria/hexa/dev/Hexawiki/Foswiki-1.0.9/lib/Foswiki/Engine/CGI.pm line 29
	Foswiki::Engine::CGI::run('Foswiki::Engine::CGI=HASH(0x85c7af0)') called at /var/www/Hexawiki/bin/viewfile line 45
BEGIN failed--compilation aborted at (eval 59) line 2.
 at (eval 59) line 2
	eval 'use Foswiki::Plugins::HexaPMPlugin
;' called at /home/jgaviria/hexa/dev/Hexawiki/Foswiki-1.0.9/lib/Foswiki/Plugin.pm line 133
	Foswiki::Plugin::load('Foswiki::Plugin=HASH(0x8b60430)') called at /home/jgaviria/hexa/dev/Hexawiki/Foswiki-1.0.9/lib/Foswiki/Plugins.pm line 174
	Foswiki::Plugins::load('Foswiki::Plugins=HASH(0x86de080)', undef) called at /home/jgaviria/hexa/dev/Hexawiki/Foswiki-1.0.9/lib/Foswiki/Users.pm line 247
	Foswiki::Users::initialiseUser('Foswiki::Users=HASH(0x87249f0)', 'jgaviria') called at /home/jgaviria/hexa/dev/Hexawiki/Foswiki-1.0.9/lib/Foswiki.pm line 1593
	Foswiki::new('Foswiki', undef, 'Foswiki::Request=HASH(0x86de1d0)', 'HASH(0x86c84c8)') called at /home/jgaviria/hexa/dev/Hexawiki/Foswiki-1.0.9/lib/Foswiki/UI.pm line 293
	Foswiki::UI::_execute('Foswiki::Request=HASH(0x86de1d0)', 'CODE(0x86ffe68)', 'viewfile', 1) called at /home/jgaviria/hexa/dev/Hexawiki/Foswiki-1.0.9/lib/Foswiki/UI.pm line 275
	Foswiki::UI::handleRequest('Foswiki::Request=HASH(0x86de1d0)') called at /home/jgaviria/hexa/dev/Hexawiki/Foswiki-1.0.9/lib/Foswiki/Engine/CGI.pm line 29
	Foswiki::Engine::CGI::run('Foswiki::Engine::CGI=HASH(0x85c7af0)') called at /var/www/Hexawiki/bin/viewfile line 45

---- |
| 2010-08-30T01:58:01Z warning | Foswiki::Plugins::HexaPMPlugin could not be loaded.  Errors were:
syntax error at /home/jgaviria/hexa/dev/Hexawiki/Foswiki-1.0.9/lib/Foswiki/Plugins/HexaPMPlugin.pm line 796, near "-> ''"
Global symbol "$name" requires explicit package name at /home/jgaviria/hexa/dev/Hexawiki/Foswiki-1.0.9/lib/Foswiki/Plugins/HexaPMPlugin.pm line 800.
Global symbol "$enum" requires explicit package name at /home/jgaviria/hexa/dev/Hexawiki/Foswiki-1.0.9/lib/Foswiki/Plugins/HexaPMPlugin.pm line 804.
syntax error at /home/jgaviria/hexa/dev/Hexawiki/Foswiki-1.0.9/lib/Foswiki/Plugins/HexaPMPlugin.pm line 813, near "}"
Compilation failed in require at (eval 59) line 2.
 at (eval 59) line 2
	Foswiki::Plugin::BEGIN() called at /home/jgaviria/hexa/dev/Hexawiki/Foswiki-1.0.9/lib/Foswiki/Plugins/HexaPMPlugin.pm line 2
	eval {...} called at /home/jgaviria/hexa/dev/Hexawiki/Foswiki-1.0.9/lib/Foswiki/Plugins/HexaPMPlugin.pm line 2
	eval 'use Foswiki::Plugins::HexaPMPlugin
;' called at /home/jgaviria/hexa/dev/Hexawiki/Foswiki-1.0.9/lib/Foswiki/Plugin.pm line 133
	Foswiki::Plugin::load('Foswiki::Plugin=HASH(0x95b0380)') called at /home/jgaviria/hexa/dev/Hexawiki/Foswiki-1.0.9/lib/Foswiki/Plugins.pm line 174
	Foswiki::Plugins::load('Foswiki::Plugins=HASH(0x912e0d0)', undef) called at /home/jgaviria/hexa/dev/Hexawiki/Foswiki-1.0.9/lib/Foswiki/Users.pm line 247
	Foswiki::Users::initialiseUser('Foswiki::Users=HASH(0x9174a68)', 'jgaviria') called at /home/jgaviria/hexa/dev/Hexawiki/Foswiki-1.0.9/lib/Foswiki.pm line 1593
	Foswiki::new('Foswiki', undef, 'Foswiki::Request=HASH(0x912e220)', 'HASH(0x9118560)') called at /home/jgaviria/hexa/dev/Hexawiki/Foswiki-1.0.9/lib/Foswiki/UI.pm line 293
	Foswiki::UI::_execute('Foswiki::Request=HASH(0x912e220)', 'CODE(0x91502c8)', 'viewfile', 1) called at /home/jgaviria/hexa/dev/Hexawiki/Foswiki-1.0.9/lib/Foswiki/UI.pm line 275
	Foswiki::UI::handleRequest('Foswiki::Request=HASH(0x912e220)') called at /home/jgaviria/hexa/dev/Hexawiki/Foswiki-1.0.9/lib/Foswiki/Engine/CGI.pm line 29
	Foswiki::Engine::CGI::run('Foswiki::Engine::CGI=HASH(0x9016910)') called at /var/www/Hexawiki/bin/viewfile line 45
BEGIN failed--compilation aborted at (eval 59) line 2.
 at (eval 59) line 2
	eval 'use Foswiki::Plugins::HexaPMPlugin
;' called at /home/jgaviria/hexa/dev/Hexawiki/Foswiki-1.0.9/lib/Foswiki/Plugin.pm line 133
	Foswiki::Plugin::load('Foswiki::Plugin=HASH(0x95b0380)') called at /home/jgaviria/hexa/dev/Hexawiki/Foswiki-1.0.9/lib/Foswiki/Plugins.pm line 174
	Foswiki::Plugins::load('Foswiki::Plugins=HASH(0x912e0d0)', undef) called at /home/jgaviria/hexa/dev/Hexawiki/Foswiki-1.0.9/lib/Foswiki/Users.pm line 247
	Foswiki::Users::initialiseUser('Foswiki::Users=HASH(0x9174a68)', 'jgaviria') called at /home/jgaviria/hexa/dev/Hexawiki/Foswiki-1.0.9/lib/Foswiki.pm line 1593
	Foswiki::new('Foswiki', undef, 'Foswiki::Request=HASH(0x912e220)', 'HASH(0x9118560)') called at /home/jgaviria/hexa/dev/Hexawiki/Foswiki-1.0.9/lib/Foswiki/UI.pm line 293
	Foswiki::UI::_execute('Foswiki::Request=HASH(0x912e220)', 'CODE(0x91502c8)', 'viewfile', 1) called at /home/jgaviria/hexa/dev/Hexawiki/Foswiki-1.0.9/lib/Foswiki/UI.pm line 275
	Foswiki::UI::handleRequest('Foswiki::Request=HASH(0x912e220)') called at /home/jgaviria/hexa/dev/Hexawiki/Foswiki-1.0.9/lib/Foswiki/Engine/CGI.pm line 29
	Foswiki::Engine::CGI::run('Foswiki::Engine::CGI=HASH(0x9016910)') called at /var/www/Hexawiki/bin/viewfile line 45

---- |
| 2010-08-30T01:58:01Z warning | Foswiki::Plugins::HexaPMPlugin could not be loaded.  Errors were:
syntax error at /home/jgaviria/hexa/dev/Hexawiki/Foswiki-1.0.9/lib/Foswiki/Plugins/HexaPMPlugin.pm line 796, near "-> ''"
Global symbol "$name" requires explicit package name at /home/jgaviria/hexa/dev/Hexawiki/Foswiki-1.0.9/lib/Foswiki/Plugins/HexaPMPlugin.pm line 800.
Global symbol "$enum" requires explicit package name at /home/jgaviria/hexa/dev/Hexawiki/Foswiki-1.0.9/lib/Foswiki/Plugins/HexaPMPlugin.pm line 804.
syntax error at /home/jgaviria/hexa/dev/Hexawiki/Foswiki-1.0.9/lib/Foswiki/Plugins/HexaPMPlugin.pm line 813, near "}"
Compilation failed in require at (eval 59) line 2.
 at (eval 59) line 2
	Foswiki::Plugin::BEGIN() called at /home/jgaviria/hexa/dev/Hexawiki/Foswiki-1.0.9/lib/Foswiki/Plugins/HexaPMPlugin.pm line 2
	eval {...} called at /home/jgaviria/hexa/dev/Hexawiki/Foswiki-1.0.9/lib/Foswiki/Plugins/HexaPMPlugin.pm line 2
	eval 'use Foswiki::Plugins::HexaPMPlugin
;' called at /home/jgaviria/hexa/dev/Hexawiki/Foswiki-1.0.9/lib/Foswiki/Plugin.pm line 133
	Foswiki::Plugin::load('Foswiki::Plugin=HASH(0x9c0f300)') called at /home/jgaviria/hexa/dev/Hexawiki/Foswiki-1.0.9/lib/Foswiki/Plugins.pm line 174
	Foswiki::Plugins::load('Foswiki::Plugins=HASH(0x978d090)', undef) called at /home/jgaviria/hexa/dev/Hexawiki/Foswiki-1.0.9/lib/Foswiki/Users.pm line 247
	Foswiki::Users::initialiseUser('Foswiki::Users=HASH(0x97d39d0)', 'jgaviria') called at /home/jgaviria/hexa/dev/Hexawiki/Foswiki-1.0.9/lib/Foswiki.pm line 1593
	Foswiki::new('Foswiki', undef, 'Foswiki::Request=HASH(0x978d1e0)', 'HASH(0x97774d8)') called at /home/jgaviria/hexa/dev/Hexawiki/Foswiki-1.0.9/lib/Foswiki/UI.pm line 293
	Foswiki::UI::_execute('Foswiki::Request=HASH(0x978d1e0)', 'CODE(0x97aefd0)', 'viewfile', 1) called at /home/jgaviria/hexa/dev/Hexawiki/Foswiki-1.0.9/lib/Foswiki/UI.pm line 275
	Foswiki::UI::handleRequest('Foswiki::Request=HASH(0x978d1e0)') called at /home/jgaviria/hexa/dev/Hexawiki/Foswiki-1.0.9/lib/Foswiki/Engine/CGI.pm line 29
	Foswiki::Engine::CGI::run('Foswiki::Engine::CGI=HASH(0x9676b00)') called at /var/www/Hexawiki/bin/viewfile line 45
BEGIN failed--compilation aborted at (eval 59) line 2.
 at (eval 59) line 2
	eval 'use Foswiki::Plugins::HexaPMPlugin
;' called at /home/jgaviria/hexa/dev/Hexawiki/Foswiki-1.0.9/lib/Foswiki/Plugin.pm line 133
	Foswiki::Plugin::load('Foswiki::Plugin=HASH(0x9c0f300)') called at /home/jgaviria/hexa/dev/Hexawiki/Foswiki-1.0.9/lib/Foswiki/Plugins.pm line 174
	Foswiki::Plugins::load('Foswiki::Plugins=HASH(0x978d090)', undef) called at /home/jgaviria/hexa/dev/Hexawiki/Foswiki-1.0.9/lib/Foswiki/Users.pm line 247
	Foswiki::Users::initialiseUser('Foswiki::Users=HASH(0x97d39d0)', 'jgaviria') called at /home/jgaviria/hexa/dev/Hexawiki/Foswiki-1.0.9/lib/Foswiki.pm line 1593
	Foswiki::new('Foswiki', undef, 'Foswiki::Request=HASH(0x978d1e0)', 'HASH(0x97774d8)') called at /home/jgaviria/hexa/dev/Hexawiki/Foswiki-1.0.9/lib/Foswiki/UI.pm line 293
	Foswiki::UI::_execute('Foswiki::Request=HASH(0x978d1e0)', 'CODE(0x97aefd0)', 'viewfile', 1) called at /home/jgaviria/hexa/dev/Hexawiki/Foswiki-1.0.9/lib/Foswiki/UI.pm line 275
	Foswiki::UI::handleRequest('Foswiki::Request=HASH(0x978d1e0)') called at /home/jgaviria/hexa/dev/Hexawiki/Foswiki-1.0.9/lib/Foswiki/Engine/CGI.pm line 29
	Foswiki::Engine::CGI::run('Foswiki::Engine::CGI=HASH(0x9676b00)') called at /var/www/Hexawiki/bin/viewfile line 45

---- |
| 2010-08-30T01:58:01Z warning | Foswiki::Plugins::HexaPMPlugin could not be loaded.  Errors were:
syntax error at /home/jgaviria/hexa/dev/Hexawiki/Foswiki-1.0.9/lib/Foswiki/Plugins/HexaPMPlugin.pm line 796, near "-> ''"
Global symbol "$name" requires explicit package name at /home/jgaviria/hexa/dev/Hexawiki/Foswiki-1.0.9/lib/Foswiki/Plugins/HexaPMPlugin.pm line 800.
Global symbol "$enum" requires explicit package name at /home/jgaviria/hexa/dev/Hexawiki/Foswiki-1.0.9/lib/Foswiki/Plugins/HexaPMPlugin.pm line 804.
syntax error at /home/jgaviria/hexa/dev/Hexawiki/Foswiki-1.0.9/lib/Foswiki/Plugins/HexaPMPlugin.pm line 813, near "}"
Compilation failed in require at (eval 59) line 2.
 at (eval 59) line 2
	Foswiki::Plugin::BEGIN() called at /home/jgaviria/hexa/dev/Hexawiki/Foswiki-1.0.9/lib/Foswiki/Plugins/HexaPMPlugin.pm line 2
	eval {...} called at /home/jgaviria/hexa/dev/Hexawiki/Foswiki-1.0.9/lib/Foswiki/Plugins/HexaPMPlugin.pm line 2
	eval 'use Foswiki::Plugins::HexaPMPlugin
;' called at /home/jgaviria/hexa/dev/Hexawiki/Foswiki-1.0.9/lib/Foswiki/Plugin.pm line 133
	Foswiki::Plugin::load('Foswiki::Plugin=HASH(0x9a7a418)') called at /home/jgaviria/hexa/dev/Hexawiki/Foswiki-1.0.9/lib/Foswiki/Plugins.pm line 174
	Foswiki::Plugins::load('Foswiki::Plugins=HASH(0x95f8080)', undef) called at /home/jgaviria/hexa/dev/Hexawiki/Foswiki-1.0.9/lib/Foswiki/Users.pm line 247
	Foswiki::Users::initialiseUser('Foswiki::Users=HASH(0x963e9f0)', 'jgaviria') called at /home/jgaviria/hexa/dev/Hexawiki/Foswiki-1.0.9/lib/Foswiki.pm line 1593
	Foswiki::new('Foswiki', undef, 'Foswiki::Request=HASH(0x95f81d0)', 'HASH(0x95e24c8)') called at /home/jgaviria/hexa/dev/Hexawiki/Foswiki-1.0.9/lib/Foswiki/UI.pm line 293
	Foswiki::UI::_execute('Foswiki::Request=HASH(0x95f81d0)', 'CODE(0x9619e68)', 'viewfile', 1) called at /home/jgaviria/hexa/dev/Hexawiki/Foswiki-1.0.9/lib/Foswiki/UI.pm line 275
	Foswiki::UI::handleRequest('Foswiki::Request=HASH(0x95f81d0)') called at /home/jgaviria/hexa/dev/Hexawiki/Foswiki-1.0.9/lib/Foswiki/Engine/CGI.pm line 29
	Foswiki::Engine::CGI::run('Foswiki::Engine::CGI=HASH(0x94e1af0)') called at /var/www/Hexawiki/bin/viewfile line 45
BEGIN failed--compilation aborted at (eval 59) line 2.
 at (eval 59) line 2
	eval 'use Foswiki::Plugins::HexaPMPlugin
;' called at /home/jgaviria/hexa/dev/Hexawiki/Foswiki-1.0.9/lib/Foswiki/Plugin.pm line 133
	Foswiki::Plugin::load('Foswiki::Plugin=HASH(0x9a7a418)') called at /home/jgaviria/hexa/dev/Hexawiki/Foswiki-1.0.9/lib/Foswiki/Plugins.pm line 174
	Foswiki::Plugins::load('Foswiki::Plugins=HASH(0x95f8080)', undef) called at /home/jgaviria/hexa/dev/Hexawiki/Foswiki-1.0.9/lib/Foswiki/Users.pm line 247
	Foswiki::Users::initialiseUser('Foswiki::Users=HASH(0x963e9f0)', 'jgaviria') called at /home/jgaviria/hexa/dev/Hexawiki/Foswiki-1.0.9/lib/Foswiki.pm line 1593
	Foswiki::new('Foswiki', undef, 'Foswiki::Request=HASH(0x95f81d0)', 'HASH(0x95e24c8)') called at /home/jgaviria/hexa/dev/Hexawiki/Foswiki-1.0.9/lib/Foswiki/UI.pm line 293
	Foswiki::UI::_execute('Foswiki::Request=HASH(0x95f81d0)', 'CODE(0x9619e68)', 'viewfile', 1) called at /home/jgaviria/hexa/dev/Hexawiki/Foswiki-1.0.9/lib/Foswiki/UI.pm line 275
	Foswiki::UI::handleRequest('Foswiki::Request=HASH(0x95f81d0)') called at /home/jgaviria/hexa/dev/Hexawiki/Foswiki-1.0.9/lib/Foswiki/Engine/CGI.pm line 29
	Foswiki::Engine::CGI::run('Foswiki::Engine::CGI=HASH(0x94e1af0)') called at /var/www/Hexawiki/bin/viewfile line 45

---- |
| 2010-08-30T01:58:01Z warning | Foswiki::Plugins::HexaPMPlugin could not be loaded.  Errors were:
syntax error at /home/jgaviria/hexa/dev/Hexawiki/Foswiki-1.0.9/lib/Foswiki/Plugins/HexaPMPlugin.pm line 796, near "-> ''"
Global symbol "$name" requires explicit package name at /home/jgaviria/hexa/dev/Hexawiki/Foswiki-1.0.9/lib/Foswiki/Plugins/HexaPMPlugin.pm line 800.
Global symbol "$enum" requires explicit package name at /home/jgaviria/hexa/dev/Hexawiki/Foswiki-1.0.9/lib/Foswiki/Plugins/HexaPMPlugin.pm line 804.
syntax error at /home/jgaviria/hexa/dev/Hexawiki/Foswiki-1.0.9/lib/Foswiki/Plugins/HexaPMPlugin.pm line 813, near "}"
Compilation failed in require at (eval 59) line 2.
 at (eval 59) line 2
	Foswiki::Plugin::BEGIN() called at /home/jgaviria/hexa/dev/Hexawiki/Foswiki-1.0.9/lib/Foswiki/Plugins/HexaPMPlugin.pm line 2
	eval {...} called at /home/jgaviria/hexa/dev/Hexawiki/Foswiki-1.0.9/lib/Foswiki/Plugins/HexaPMPlugin.pm line 2
	eval 'use Foswiki::Plugins::HexaPMPlugin
